"Date","District","ProjectName","Address","PropertyType","Tenure","AreaSqFt","AreaType","PricePSF","Price"
"14 Apr 2026","28","SELETAR HILLS ESTATE","XX JALAN LAKUM","Terrace","999 yrs FROM 1879","2,348","Land","2,011","4,720,999"
"13 Apr 2026","19","N.A.","XX JALAN SAHABAT","Terrace","Freehold","2,552","Land","2,508","6,400,000"
"13 Apr 2026","21","N.A.","XX LORONG KISMIS","Terrace","99 yrs FROM 1960","2,475","Land","396","980,000"
"13 Apr 2026","27","N.A.","XX PENAGA PLACE","Terrace","99 yrs FROM 2011","1,899","Land","1,670","3,170,000"
"13 Apr 2026","26","N.A.","XX SPRINGSIDE VIEW","Terrace","Freehold","1,677","Land","2,605","4,368,888"
"13 Apr 2026","19","N.A.","XX TAMPINES ROAD","Terrace","Freehold","1,896","Land","2,447","4,638,000"
"13 Apr 2026","28","CABANA","XX SUNRISE TERRACE","Terrace","103 yrs FROM 2009","2,917","Strata","943","2,750,000"
"13 Apr 2026","28","CABANA","XX SUNRISE TERRACE","Terrace","103 yrs FROM 2009","2,992","Strata","965","2,888,888"
"13 Apr 2026","20","HORIZON GREEN","XX ANG MO KIO AVENUE 2","Terrace","99 yrs FROM 1995","3,132","Strata","950","2,975,000"
"13 Apr 2026","19","SERANGOON GARDEN ESTATE","XX HYTHE ROAD","Terrace","999 yrs FROM 1954","3,690","Land","1,572","5,800,000"
"13 Apr 2026","19","SERANGOON GARDEN VIEW","XX JALAN HWI YOH","Terrace","999 yrs FROM 1879","2,185","Strata","1,318","2,880,000"
"12 Apr 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,636","4,256,000"
"10 Apr 2026","10","N.A.","XX MING TECK PARK","Terrace","999 yrs FROM 1876","2,066","Land","3,026","6,250,000"
"10 Apr 2026","28","N.A.","XX SUNRISE PLACE","Terrace","Freehold","1,717","Land","2,580","4,430,000"
"10 Apr 2026","5","BANYAN PARK","XX CHWEE CHIAN ROAD","Terrace","Freehold","1,701","Land","2,734","4,650,000"
"9 Apr 2026","19","N.A.","XX RICHARDS AVENUE","Terrace","Freehold","2,385","Land","2,239","5,338,888"
"9 Apr 2026","15","N.A.","XX TEMBELING ROAD","Terrace","Freehold","1,237","Land","3,275","4,050,000"
"9 Apr 2026","20","SEMBAWANG HILLS ESTATE","XX JALAN KURAS","Terrace","Freehold","2,093","Land","2,533","5,300,000"
"8 Apr 2026","15","CATHAY GARDEN","XX JALAN KERIS","Terrace","Freehold","1,642","Land","3,411","5,600,000"
"7 Apr 2026","13","N.A.","XX HAPPY AVENUE EAST","Terrace","Freehold","2,042","Land","2,130","4,350,000"
"7 Apr 2026","19","N.A.","XX JALAN TANI","Terrace","999 yrs FROM 1875","2,657","Land","1,762","4,680,000"
"7 Apr 2026","16","BEDOK RIA","XX BEDOK RIA CRESCENT","Terrace","Freehold","1,775","Land","2,479","4,400,000"
"7 Apr 2026","10","MING TECK PARK","XX MING TECK PARK","Terrace","999 yrs FROM 1876","3,639","Land","2,473","9,000,000"
"7 Apr 2026","19","SANFORD PARK","XX SIRAT PLACE","Terrace","Freehold","1,622","Land","2,705","4,388,000"
"7 Apr 2026","20","THOMSON GARDEN ESTATE","XX JALAN ISNIN","Terrace","Freehold","1,080","Land","3,057","3,300,000"
"6 Apr 2026","16","N.A.","XX HARVEY AVENUE","Terrace","Freehold","2,482","Land","2,006","4,980,000"
"6 Apr 2026","14","N.A.","XX LORONG MARICAN","Terrace","Freehold","2,000","Land","2,535","5,070,000"
"6 Apr 2026","11","CAPITOL PARK","XX JALAN ADAT","Terrace","Freehold","1,827","Land","3,126","5,710,000"
"6 Apr 2026","13","MACPHERSON GARDEN ESTATE","XX JALAN SETIA","Terrace","Freehold","1,359","Land","2,419","3,288,000"
"6 Apr 2026","20","SEMBAWANG HILLS ESTATE","XX CASUARINA ROAD","Terrace","Freehold","1,431","Land","1,957","2,800,000"
"2 Apr 2026","16","KEW GATE","XX LIMAU GARDEN","Terrace","99 yrs FROM 1994","2,519","Strata","945","2,380,000"
"2 Apr 2026","16","MERA TERRACE","XX SEAGULL WALK","Terrace","Freehold","1,615","Land","2,545","4,108,888"
"2 Apr 2026","15","OPERA ESTATE","XX FIDELIO STREET","Terrace","Freehold","1,894","Strata","1,689","3,200,000"
"2 Apr 2026","26","THE SPRINGSIDE","XX SPRINGSIDE AVENUE","Terrace","Freehold","2,155","Land","2,227","4,800,000"
"1 Apr 2026","15","N.A.","XX GRAY LANE","Terrace","Freehold","1,723","Land","2,698","4,650,000"
"1 Apr 2026","15","N.A.","XX LORONG K TELOK KURAU","Terrace","Freehold","4,183","Land","1,286","5,380,000"
"1 Apr 2026","19","SERANGOON GARDEN ESTATE","XX WORTHING ROAD","Terrace","999 yrs FROM 1955","4,021","Land","1,571","6,318,000"
"1 Apr 2026","27","STRAITS GARDENS","XX ANDREWS TERRACE","Terrace","Freehold","1,615","Land","2,242","3,620,000"
"31 Mar 2026","19","N.A.","XX JALAN KORBAN","Terrace","Freehold","1,650","Land","2,654","4,380,000"
"31 Mar 2026","19","N.A.","XX GLASGOW ROAD","Terrace","999 yrs FROM 1878","3,667","Land","1,486","5,450,000"
"31 Mar 2026","19","PARK VILLAS","XX PARK VILLAS RISE","Terrace","99 yrs FROM 1994","1,816","Land","1,542","2,800,000"
"31 Mar 2026","5","PASIR PANJANG GARDENS","XX TAMAN MAS MERAH","Terrace","Freehold","1,496","Land","2,373","3,550,000"
"31 Mar 2026","13","VAUGHAN GARDEN","XX VAUGHAN ROAD","Terrace","Freehold","2,390","Land","2,628","6,280,000"
"31 Mar 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,616","4,224,000"
"30 Mar 2026","28","LUXUS HILLS","XX SELETAR GREEN WALK","Terrace","999 yrs FROM 1879","1,615","Land","2,793","4,510,000"
"30 Mar 2026","14","YONG SENG ESTATE","XX JALAN PARAS","Terrace","Freehold","1,884","Land","2,113","3,980,000"
"30 Mar 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,628","4,243,000"
"28 Mar 2026","20","SEMBAWANG HILLS ESTATE","XX JALAN CHENGAM","Terrace","Freehold","2,038","Land","2,233","4,550,000"
"28 Mar 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,613","4,219,000"
"27 Mar 2026","19","N.A.","XX BRIGHTON AVENUE","Terrace","Freehold","3,589","Land","1,421","5,100,000"
"27 Mar 2026","20","THOMSON GARDEN ESTATE","XX JALAN CHEGAR","Terrace","Freehold","2,307","Land","2,601","6,000,000"
"26 Mar 2026","19","N.A.","XX KOVAN ROAD","Terrace","Freehold","1,713","Land","2,762","4,730,000"
"26 Mar 2026","19","N.A.","XX SURIN AVENUE","Terrace","Freehold","2,265","Land","2,517","5,700,000"
"26 Mar 2026","20","N.A.","XX SOO CHOW WALK","Terrace","Freehold","2,301","Land","2,355","5,420,000"
"25 Mar 2026","26","FLORISSA PARK","XX FLORISSA PARK","Terrace","Freehold","3,236","Land","1,752","5,670,000"
"25 Mar 2026","19","SERANGOON GARDEN ESTATE","XX KINGSWEAR AVENUE","Terrace","999 yrs FROM 1954","2,158","Land","2,039","4,400,000"
"25 Mar 2026","5","WESTPEAK TERRACE","XX WEST COAST WALK","Terrace","Freehold","2,226","Land","2,210","4,920,000"
"24 Mar 2026","13","N.A.","XX JALAN GIRANG","Terrace","Freehold","1,656","Land","2,295","3,800,000"
"24 Mar 2026","19","N.A.","XX ROSYTH ROAD","Terrace","999 yrs FROM 1886","1,836","Land","2,489","4,570,000"
"24 Mar 2026","14","FRANKEL ESTATE","XX CHANGI ROAD","Terrace","Freehold","1,755","Land","2,052","3,600,000"
"24 Mar 2026","16","SUMMER GARDENS","XX UPPER CHANGI ROAD EAST","Terrace","99 yrs FROM 1995","3,025","Strata","912","2,758,000"
"24 Mar 2026","11","THE CHANCERY RESIDENCE","33E CHANCERY LANE #XX-XX","Terrace","99 yrs FROM 2004","3,800","Strata","1,020","3,875,000"
"24 Mar 2026","27","THE SHAUGHNESSY","XX MILTONIA CLOSE","Terrace","99 yrs FROM 2001","3,520","Strata","664","2,338,000"
"23 Mar 2026","27","N.A.","XX SEMBAWANG ROAD","Terrace","Freehold","2,700","Land","1,389","3,750,000"
"23 Mar 2026","28","CABANA","XX SUNRISE TERRACE","Terrace","103 yrs FROM 2009","2,917","Strata","1,010","2,946,170"
"23 Mar 2026","26","MANDAI GARDEN","XX MENG SUAN ROAD","Terrace","999 yrs FROM 1884","1,953","Land","2,760","5,390,000"
"23 Mar 2026","5","WEST COAST GARDENS","XX WEST COAST PLACE","Terrace","956 yrs FROM 1928","2,005","Land","2,394","4,800,000"
"20 Mar 2026","19","N.A.","XX JALAN RINDU","Terrace","Freehold","2,486","Land","2,011","5,000,000"
"20 Mar 2026","16","D'MANOR","XX TANAH MERAH KECHIL AVENUE","Terrace","99 yrs FROM 1997","2,723","Strata","991","2,700,000"
"20 Mar 2026","5","HARBOUR RESIDENCES","XX PASIR PANJANG ROAD","Terrace","Freehold","2,111","Land","2,818","5,950,000"
"19 Mar 2026","19","GOLDENHILL VILLAS","XX GOLDEN WALK","Terrace","Freehold","2,161","Land","2,383","5,150,000"
"18 Mar 2026","19","N.A.","XX POH HUAT ROAD","Terrace","940 yrs FROM 1941","2,256","Land","2,006","4,525,000"
"18 Mar 2026","20","CLOVER PARK","XX CLOVER AVENUE","Terrace","Freehold","1,696","Land","2,947","5,000,000"
"18 Mar 2026","15","GOLDLEAF GARDENS","XX KURAU PLACE","Terrace","Freehold","2,370","Land","2,067","4,900,000"
"18 Mar 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,622","4,234,000"
"17 Mar 2026","17","CHANGI HEIGHTS","XX JALAN SINAR BINTANG","Terrace","Freehold","1,733","Land","2,151","3,728,000"
"17 Mar 2026","28","SELETAR HILLS ESTATE","XX JALAN REDOP","Terrace","999 yrs FROM 1879","2,267","Land","1,932","4,380,000"
"17 Mar 2026","18","THE RIVERINA","XX RIVERINA CRESCENT","Terrace","99 yrs FROM 1996","1,629","Land","1,546","2,518,000"
"17 Mar 2026","20","THOMSON PARK","XX JALAN IKAN MERAH","Terrace","Freehold","1,603","Land","2,620","4,200,000"
"17 Mar 2026","20","YEW LIAN PARK","XX TAMAN PERMATA","Terrace","Freehold","1,779","Land","2,473","4,400,000"
"17 Mar 2026","19","ARDISIA GARDENS","XX SERANGOON TERRACE","Terrace","99 yrs FROM 1993","1,807","Land","1,688","3,050,000"
"16 Mar 2026","14","N.A.","XX LORONG MELAYU","Terrace","Freehold","2,751","Land","2,056","5,656,888"
"16 Mar 2026","28","SELETAR HILLS ESTATE","XX NERAM ROAD","Terrace","999 yrs FROM 1879","2,794","Land","1,660","4,638,000"
"16 Mar 2026","20","SEMBAWANG HILLS ESTATE","XX CASUARINA ROAD","Terrace","Freehold","1,487","Land","2,072","3,080,000"
"16 Mar 2026","11","THE GREENWOOD","XX GREENWOOD AVENUE","Terrace","Freehold","1,778","Land","3,407","6,058,000"
"16 Mar 2026","26","THE SPRINGSIDE","XX SPRINGSIDE VIEW","Terrace","Freehold","1,759","Land","2,615","4,600,000"
"16 Mar 2026","19","THE TOP RESIDENCE","XX SIMON PLACE","Terrace","999 yrs FROM 1884","2,723","Strata","1,189","3,238,888"
"14 Mar 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","2,422","Land","2,024","4,903,000"
"13 Mar 2026","19","N.A.","XX POH HUAT ROAD","Terrace","940 yrs FROM 1941","1,700","Land","2,393","4,068,000"
"13 Mar 2026","19","N.A.","XX JALAN PELIKAT","Terrace","Freehold","2,056","Land","2,008","4,128,000"
"13 Mar 2026","21","AIRVIEW PARK","XX YUK TONG AVENUE","Terrace","Freehold","2,126","Land","2,117","4,500,000"
"13 Mar 2026","17","LOYANG VILLAS","XX LOYANG RISE","Terrace","99 yrs FROM 1993","2,034","Land","1,253","2,550,000"
"13 Mar 2026","26","THE SPRINGSIDE","XX SPRINGSIDE WALK","Terrace","Freehold","1,677","Land","2,366","3,968,000"
"12 Mar 2026","26","HEETON PARK","XX THONG SOON GREEN","Terrace","Freehold","1,891","Land","2,263","4,280,000"
"12 Mar 2026","15","OPERA ESTATE","XX DAFNE STREET","Terrace","Freehold","1,288","Land","2,740","3,530,000"
"11 Mar 2026","10","MOUNT SINAI","XX MOUNT SINAI VIEW","Terrace","999 yrs FROM 1885","1,702","Land","3,349","5,700,000"
"11 Mar 2026","20","YEW LIAN PARK","XX TAMAN PERMATA","Terrace","Freehold","1,775","Land","2,197","3,900,000"
"10 Mar 2026","17","LOYANG VILLAS","XX LOYANG VIEW","Terrace","99 yrs FROM 1993","2,153","Land","1,236","2,660,000"
"10 Mar 2026","15","OPERA ESTATE","XX DIDO STREET","Terrace","Freehold","2,158","Land","1,911","4,125,000"
"10 Mar 2026","5","PASIR PANJANG GARDENS","XX JALAN MAS PUTEH","Terrace","Freehold","1,704","Land","2,347","4,000,000"
"10 Mar 2026","20","THOMSON HILLS ESTATE","XX SERENADE WALK","Terrace","Freehold","2,033","Land","2,105","4,280,000"
"9 Mar 2026","21","BINJAI CREST","XX JALAN KAMPONG CHANTEK","Terrace","99 yrs FROM 1996","3,369","Strata","979","3,300,000"
"9 Mar 2026","14","GEYLANG CONSERVATION AREA","XX LORONG 28 GEYLANG","Terrace","Freehold","1,407","Land","2,985","4,200,000"
"9 Mar 2026","17","LOYANG VILLAS","XX LOYANG VIEW","Terrace","99 yrs FROM 1993","2,153","Land","1,301","2,800,000"
"9 Mar 2026","20","SEMBAWANG HILLS ESTATE","XX JALAN GELENGGANG","Terrace","Freehold","2,651","Land","2,395","6,350,000"
"9 Mar 2026","20","WINDSOR PARK ESTATE","XX WINDSOR PARK ROAD","Terrace","Freehold","2,040","Land","2,598","5,300,000"
"9 Mar 2026","28","ALANA","XX SUNRISE TERRACE","Terrace","103 yrs FROM 2013","3,122","Strata","1,101","3,438,000"
"6 Mar 2026","8","N.A.","XX CARLISLE ROAD","Terrace","Freehold","1,710","Land","2,748","4,700,000"
"6 Mar 2026","15","N.A.","XX JOO CHIAT PLACE","Terrace","Freehold","1,748","Land","2,631","4,600,000"
"6 Mar 2026","16","MISTRAL PARK","XX JALAN ANGIN LAUT","Terrace","Freehold","4,564","Land","1,610","7,348,000"
"6 Mar 2026","27","SPRINGHILL","2 SEMBAWANG WALK #XX-XX","Terrace","99 yrs FROM 2002","2,906","Strata","785","2,280,000"
"5 Mar 2026","15","N.A.","XX JOO CHIAT AVENUE","Terrace","Freehold","2,353","Land","2,248","5,288,888"
"5 Mar 2026","15","N.A.","XX JOO CHIAT TERRACE","Terrace","Freehold","1,621","Land","3,763","6,100,000"
"5 Mar 2026","11","HILLCREST VILLA","XX HILLCREST ROAD","Terrace","99 yrs FROM 2006","3,111","Strata","1,373","4,270,000"
"5 Mar 2026","13","MACPHERSON GARDEN ESTATE","XX JALAN SETIA","Terrace","Freehold","1,356","Land","2,396","3,250,000"
"5 Mar 2026","19","SERANGOON GARDEN ESTATE","XX WORTHING ROAD","Terrace","999 yrs FROM 1955","2,161","Land","3,100","6,700,000"
"5 Mar 2026","11","WATTEN ESTATE","XX WATTEN RISE","Terrace","Freehold","1,766","Land","3,509","6,198,000"
"4 Mar 2026","11","N.A.","XX BO SENG AVENUE","Terrace","Freehold","2,236","Land","2,863","6,400,000"
"4 Mar 2026","9","N.A.","XX DEVONSHIRE ROAD","Terrace","Freehold","1,382","Land","3,401","4,700,000"
"4 Mar 2026","11","N.A.","XX DYSON ROAD","Terrace","Freehold","5,063","Land","2,214","11,210,000"
"4 Mar 2026","16","BEDOK RIA","XX BEDOK RIA CRESCENT","Terrace","Freehold","1,770","Land","2,458","4,350,000"
"4 Mar 2026","22","WESTVILLE","XX WESTWOOD AVENUE","Terrace","99 yrs FROM 1994","1,610","Land","1,422","2,290,000"
"3 Mar 2026","19","PARRY PARK","XX PARRY TERRACE","Terrace","999 yrs FROM 1877","1,680","Land","2,529","4,250,000"
"3 Mar 2026","27","SPRINGHILL","2 SEMBAWANG WALK #XX-XX","Terrace","99 yrs FROM 2002","2,691","Strata","836","2,250,000"
"3 Mar 2026","20","THOMSON GARDEN ESTATE","XX JALAN CHEMPAH","Terrace","Freehold","893","Land","3,358","3,000,000"
"2 Mar 2026","19","N.A.","XX PALM GROVE AVENUE","Terrace","999 yrs FROM 1878","1,976","Land","1,989","3,930,000"
"2 Mar 2026","2","BLAIR PLAIN CONSERVATION AREA","XX BLAIR ROAD","Terrace","Freehold","1,670","Land","3,594","6,000,000"
"2 Mar 2026","28","MIMOSA TERRACE","XX MIMOSA TERRACE","Terrace","Freehold","2,320","Land","2,121","4,919,000"
"2 Mar 2026","5","SPRINGWOOD","XX SPRINGWOOD CRESCENT","Terrace","Freehold","2,773","Land","2,012","5,580,000"
"27 Feb 2026","13","N.A.","XX JALAN RIANG","Terrace","Freehold","2,209","Land","1,811","3,999,999"
"27 Feb 2026","20","N.A.","XX YIO CHU KANG GARDENS","Terrace","Freehold","3,511","Land","1,521","5,338,888"
"27 Feb 2026","15","N.A.","XX LORONG STANGEE","Terrace","Freehold","2,013","Land","2,226","4,480,000"
"27 Feb 2026","19","N.A.","XX SIMON PLACE","Terrace","Freehold","3,540","Land","2,048","7,250,000"
"27 Feb 2026","17","AVILA TERRACE","XX MARIAM WAY","Terrace","Freehold","2,702","Land","1,476","3,988,888"
"27 Feb 2026","19","LA BELLE","XX RECREATION LANE","Terrace","Freehold","2,723","Strata","1,230","3,350,000"
"27 Feb 2026","11","LA SUISSE","XX SWISS VIEW","Terrace","999 yrs FROM 1878","1,904","Land","2,589","4,930,000"
"27 Feb 2026","19","HAUS@SERANGOON GARDEN","XX SERANGOON GARDEN RISE","Terrace","99 yrs FROM 2011","1,615","Land","2,192","3,538,888"
"26 Feb 2026","26","N.A.","XX THONG SOON GREEN","Terrace","Freehold","3,375","Land","1,505","5,080,000"
"26 Feb 2026","19","N.A.","XX AROOZOO AVENUE","Terrace","Freehold","1,861","Land","2,300","4,280,000"
"26 Feb 2026","19","FLORENCE GROVE","XX FLORENCE CLOSE","Terrace","Freehold","2,164","Land","2,866","6,200,000"
"26 Feb 2026","20","ISLAND GARDENS","XX ISLAND GARDENS WALK","Terrace","Freehold","2,179","Land","2,318","5,050,000"
"26 Feb 2026","15","OPERA ESTATE","XX JALAN BINTANG TIGA","Terrace","Freehold","1,670","Land","2,764","4,615,000"
"25 Feb 2026","19","N.A.","XX JALAN PACHELI","Terrace","Freehold","2,924","Land","1,713","5,008,000"
"25 Feb 2026","13","MACPHERSON GARDEN ESTATE","XX JALAN KEMAJUAN","Terrace","Freehold","1,063","Land","2,774","2,950,000"
"25 Feb 2026","28","MIMOSA TERRACE","XX MIMOSA DRIVE","Terrace","Freehold","2,413","Land","1,962","4,735,000"
"25 Feb 2026","13","OASIS @ MULBERRY","XX LICHI AVENUE","Terrace","Freehold","1,703","Land","2,953","5,028,888"
"25 Feb 2026","28","SELETAR HILLS ESTATE","XX SELETAR HILLS DRIVE","Terrace","999 yrs FROM 1879","3,394","Land","1,326","4,500,000"
"25 Feb 2026","27","THE SHAUGHNESSY","XX MILTONIA CLOSE","Terrace","99 yrs FROM 2001","3,283","Strata","754","2,475,888"
"25 Feb 2026","23","VILLA VERDE","XX VERDE VIEW","Terrace","99 yrs FROM 1997","1,615","Land","1,455","2,350,000"
"25 Feb 2026","19","RICH.RESIDENCE","XX RICHARDS AVENUE","Terrace","Freehold","4,629","Strata","897","4,150,000"
"24 Feb 2026","15","N.A.","XX LORONG STANGEE","Terrace","Freehold","1,485","Land","3,871","5,750,000"
"24 Feb 2026","28","ESTE VILLA","XX NIM ROAD","Terrace","Freehold","3,423","Strata","1,070","3,662,000"
"24 Feb 2026","15","GOLDLEAF GARDENS","XX KURAU GROVE","Terrace","Freehold","1,615","Land","2,904","4,688,000"
"23 Feb 2026","15","N.A.","XX MARTIA ROAD","Terrace","Freehold","1,620","Land","3,241","5,250,000"
"23 Feb 2026","19","N.A.","XX RECREATION ROAD","Terrace","Freehold","1,925","Land","2,078","4,000,000"
"23 Feb 2026","28","ESTE VILLA","XX NIM ROAD","Terrace","Freehold","3,358","Strata","1,038","3,485,000"
"23 Feb 2026","5","LYNNSVILLE 331","XX PASIR PANJANG ROAD","Terrace","Freehold","3,046","Strata","1,001","3,050,000"
"23 Feb 2026","18","PASIR RIS BEACH PARK","XX PASIR RIS HEIGHTS","Terrace","99 yrs FROM 1978","2,486","Land","845","2,100,000"
"23 Feb 2026","23","VILLA VERDE","XX VERDE VIEW","Terrace","99 yrs FROM 1997","2,661","Land","1,052","2,800,000"
"20 Feb 2026","21","ENG KONG PARK","XX ENG KONG ROAD","Terrace","Freehold","1,817","Land","2,422","4,400,000"
"20 Feb 2026","17","LOYANG VILLAS","XX LOYANG RISE","Terrace","99 yrs FROM 1993","2,153","Land","1,250","2,690,000"
"20 Feb 2026","20","SEMBAWANG HILLS ESTATE","XX JALAN MENARONG","Terrace","Freehold","2,001","Land","3,098","6,200,000"
"20 Feb 2026","26","THE COUNTRYSIDE","XX COUNTRYSIDE GROVE","Terrace","Freehold","3,166","Land","1,421","4,500,000"
"20 Feb 2026","11","WATTEN ESTATE","XX WATTEN DRIVE","Terrace","Freehold","2,207","Land","2,946","6,500,000"
"20 Feb 2026","5","WEST COAST GARDENS","XX WEST COAST GROVE","Terrace","956 yrs FROM 1928","1,808","Land","2,378","4,300,000"
"19 Feb 2026","13","N.A.","XX JALAN RAYA","Terrace","Freehold","4,629","Land","1,318","6,100,000"
"19 Feb 2026","12","N.A.","XX PROME ROAD","Terrace","Freehold","1,102","Land","2,794","3,080,000"
"19 Feb 2026","19","PEOPLE'S GARDEN","XX LORONG 4 REALTY PARK","Terrace","999 yrs FROM 1876","2,947","Land","1,642","4,838,888"
"16 Feb 2026","15","OPERA ESTATE","XX DIDO STREET","Terrace","Freehold","2,333","Land","2,144","5,000,000"
"16 Feb 2026","16","TECK GUAN VILLE","XX UPPER EAST COAST ROAD","Terrace","Freehold","2,519","Strata","1,390","3,500,000"
"13 Feb 2026","14","N.A.","XX LORONG MYDIN","Terrace","Freehold","3,097","Land","1,841","5,700,000"
"13 Feb 2026","15","N.A.","XX EVERITT ROAD NORTH","Terrace","Freehold","2,038","Land","2,012","4,100,000"
"13 Feb 2026","15","N.A.","XX LANGSAT ROAD","Terrace","Freehold","1,413","Land","2,795","3,950,000"
"13 Feb 2026","17","N.A.","XX MARIAM CLOSE","Terrace","Freehold","2,192","Land","2,122","4,650,000"
"13 Feb 2026","20","HORIZON GREEN","XX ANG MO KIO AVENUE 2","Terrace","99 yrs FROM 1995","3,272","Strata","987","3,230,000"
"13 Feb 2026","19","JADE VINE GARDENS","XX KANG CHOO BIN ROAD","Terrace","999 yrs FROM 1883","1,724","Land","2,175","3,750,000"
"13 Feb 2026","28","LUXUS HILLS","XX SELETAR GREEN WALK","Terrace","999 yrs FROM 1879","1,615","Land","2,960","4,780,000"
"13 Feb 2026","13","MACPHERSON GARDEN ESTATE","XX JALAN MULIA","Terrace","Freehold","989","Land","3,862","3,820,000"
"13 Feb 2026","15","OPERA ESTATE","XX DAFNE STREET","Terrace","Freehold","1,296","Land","3,279","4,250,000"
"13 Feb 2026","15","OPERA ESTATE","XX TERANG BULAN AVENUE","Terrace","Freehold","2,422","Land","2,015","4,880,000"
"13 Feb 2026","16","PROSPER GARDENS","XX BEDOK GARDEN","Terrace","Freehold","2,105","Land","2,256","4,750,000"
"13 Feb 2026","20","THOMSON GARDEN ESTATE","XX JALAN KUAK","Terrace","Freehold","885","Land","3,651","3,230,000"
"13 Feb 2026","22","WESTVILLE","XX WESTWOOD TERRACE","Terrace","99 yrs FROM 1994","2,314","Land","959","2,220,000"
"13 Feb 2026","16","ECO","XX BEDOK SOUTH AVENUE 3","Terrace","99 yrs FROM 2012","3,767","Strata","956","3,600,000"
"12 Feb 2026","15","N.A.","XX BOWMONT GARDENS","Terrace","Freehold","1,544","Land","3,045","4,700,000"
"12 Feb 2026","19","N.A.","XX JALAN SAHABAT","Terrace","Freehold","2,605","Land","1,651","4,300,000"
"12 Feb 2026","15","N.A.","XX LORONG STANGEE","Terrace","Freehold","1,744","Land","3,028","5,280,000"
"12 Feb 2026","19","N.A.","XX JALAN RINDU","Terrace","99 yrs FROM 1993","2,063","Land","1,676","3,458,000"
"12 Feb 2026","16","N.A.","XX UPPER EAST COAST ROAD","Terrace","Freehold","3,284","Land","1,401","4,600,000"
"12 Feb 2026","27","N.A.","XX INGGU ROAD","Terrace","99 yrs FROM 2010","2,553","Land","1,335","3,408,888"
"12 Feb 2026","19","BARTLEY RISE ESTATE","XX JALAN LABU AYER","Terrace","Freehold","1,998","Land","2,303","4,600,000"
"12 Feb 2026","18","PASIR RIS BEACH PARK","XX PASIR RIS TERRACE","Terrace","999 yrs FROM 1874","2,442","Land","1,630","3,980,000"
"12 Feb 2026","20","WINDSOR PARK ESTATE","XX VENUS ROAD","Terrace","Freehold","2,176","Land","2,114","4,600,000"
"12 Feb 2026","28","BELGRAVIA VILLAS","XX BELGRAVIA DRIVE","Terrace","Freehold","3,767","Strata","1,125","4,238,000"
"11 Feb 2026","21","N.A.","XX ENG KONG GARDEN","Terrace","Freehold","1,982","Land","2,700","5,350,000"
"11 Feb 2026","23","COMFORT GARDEN","XX HONG SAN WALK","Terrace","Freehold","1,878","Land","1,863","3,500,000"
"11 Feb 2026","13","FORTUNE VIEW","XX SOMMERVILLE WALK","Terrace","Freehold","2,045","Strata","1,222","2,500,000"
"11 Feb 2026","20","SEMBAWANG HILLS ESTATE","XX JALAN TELANG","Terrace","Freehold","1,907","Land","2,304","4,393,939"
"11 Feb 2026","19","SERANGOON GARDEN ESTATE","XX CARDIFF GROVE","Terrace","999 yrs FROM 1956","3,264","Land","1,134","3,700,000"
"10 Feb 2026","19","N.A.","XX JALAN RINDU","Terrace","99 yrs FROM 1993","3,308","Land","967","3,200,000"
"10 Feb 2026","16","GUAN SOON TERRACE","XX GUAN SOON AVENUE","Terrace","Freehold","3,048","Land","1,591","4,850,000"
"10 Feb 2026","21","HOOVER PARK","XX LORONG PISANG RAJA","Terrace","Freehold","1,959","Land","2,827","5,538,000"
"10 Feb 2026","27","SPRINGHILL","2 SEMBAWANG WALK #XX-XX","Terrace","99 yrs FROM 2002","2,906","Strata","805","2,340,000"
"10 Feb 2026","26","THE SPRINGSIDE","XX SPRINGSIDE VIEW","Terrace","Freehold","3,935","Land","1,291","5,080,000"
"9 Feb 2026","15","OPERA ESTATE","XX JALAN TERANG BULAN","Terrace","Freehold","1,670","Land","2,504","4,180,000"
"9 Feb 2026","5","PASIR PANJANG GARDENS","XX JALAN MAS KUNING","Terrace","Freehold","1,596","Land","2,412","3,850,000"
"9 Feb 2026","16","PEAKVIEW ESTATE","XX PEAKVILLE AVENUE","Terrace","Freehold","1,772","Land","3,386","6,000,000"
"9 Feb 2026","27","SPRINGHILL","2 SEMBAWANG WALK #XX-XX","Terrace","99 yrs FROM 2002","3,014","Strata","799","2,408,888"
"9 Feb 2026","19","TAI KENG GARDENS","XX TAI KENG AVENUE","Terrace","Freehold","1,786","Land","2,251","4,020,000"
"7 Feb 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,616","4,223,000"
"6 Feb 2026","19","N.A.","XX AROOZOO AVENUE","Terrace","Freehold","2,021","Land","2,177","4,400,000"
